"description_simple","month_yr","n"
"other_takotsubo","2020-01",8
"other_takotsubo","2020-02",7
"other_takotsubo","2020-03",7
"other_takotsubo","2020-04",5
"other_takotsubo","2020-05",5
"other_takotsubo","2020-06",7
"other_takotsubo","2020-07",11
"other_takotsubo","2020-08",9
"other_takotsubo","2020-09",14
"other_takotsubo","2020-10",10
"other_takotsubo","2020-11",7
"other_takotsubo","2020-12",13
"other_takotsubo","2021-01",6
"other_takotsubo","2021-02",10
"other_takotsubo","2021-03",7
"other_takotsubo","2021-04",11
"other_takotsubo","2021-05",12
"other_takotsubo","2021-06",12
"other_takotsubo","2021-07",7
"other_takotsubo","2021-08",11
"other_takotsubo","2021-09",9
"other_takotsubo","2021-10",16
"other_takotsubo","2021-11",9
"other_takotsubo","2021-12",10
"other_takotsubo","2022-01",11
"other_takotsubo","2022-02",9
"other_takotsubo","2022-03",10
"other_takotsubo","2022-04",9
"other_takotsubo","2022-05",12
"other_takotsubo","2022-06",6
"other_takotsubo","2022-07",8
"other_takotsubo","2022-08",11
"other_takotsubo","2022-09",11
"other_takotsubo","2022-10",8
"other_takotsubo","2022-11",12
"other_takotsubo","2022-12",14
"other_takotsubo","2023-01",8
"other_takotsubo","2023-02",9
"other_takotsubo","2023-03",14
"other_takotsubo","2023-04",12
"other_takotsubo","2023-05",3
"pericarditis","2016-07",1
"pericarditis","2016-08",5
"pericarditis","2016-09",1
"pericarditis","2016-10",1
"pericarditis","2016-11",2
"pericarditis","2016-12",3
"pericarditis","2017-01",1
"pericarditis","2017-02",2
"pericarditis","2017-04",2
"pericarditis","2017-05",2
"pericarditis","2017-07",3
"pericarditis","2017-08",4
"pericarditis","2017-09",1
"pericarditis","2017-10",2
"pericarditis","2017-11",1
"pericarditis","2017-12",2
"pericarditis","2018-02",2
"pericarditis","2018-03",4
"pericarditis","2018-04",1
"pericarditis","2018-05",6
"pericarditis","2018-06",4
"pericarditis","2018-07",4
"pericarditis","2018-08",4
"pericarditis","2018-09",3
"pericarditis","2018-10",5
"pericarditis","2018-11",3
"pericarditis","2018-12",4
"pericarditis","2019-01",6
"pericarditis","2019-02",4
"pericarditis","2019-03",2
"pericarditis","2019-05",2
"pericarditis","2019-06",4
"pericarditis","2019-07",1
"pericarditis","2019-08",2
"pericarditis","2019-09",4
"pericarditis","2019-10",2
"pericarditis","2019-11",8
"pericarditis","2019-12",5
"pericarditis","2020-01",4
"pericarditis","2020-02",4
"pericarditis","2020-03",4
"pericarditis","2020-04",6
"pericarditis","2020-05",5
"pericarditis","2020-06",7
"pericarditis","2020-07",8
"pericarditis","2020-08",5
"pericarditis","2020-09",4
"pericarditis","2020-10",3
"pericarditis","2020-11",2
"pericarditis","2020-12",4
"pericarditis","2021-01",7
"pericarditis","2021-02",5
"pericarditis","2021-03",7
"pericarditis","2021-04",6
"pericarditis","2021-05",5
"pericarditis","2021-06",6
"pericarditis","2021-07",3
"pericarditis","2021-08",6
"pericarditis","2021-09",3
"pericarditis","2021-10",9
"pericarditis","2021-11",5
"pericarditis","2021-12",3
"pericarditis","2022-01",8
"pericarditis","2022-02",3
"pericarditis","2022-03",8
"pericarditis","2022-04",5
"pericarditis","2022-06",5
"pericarditis","2022-07",5
"pericarditis","2022-08",8
"pericarditis","2022-09",7
"pericarditis","2022-10",12
"pericarditis","2022-11",4
"pericarditis","2022-12",5
"pericarditis","2023-01",8
"pericarditis","2023-02",6
"pericarditis","2023-03",6
"pericarditis","2023-04",6
"pericarditis","2023-05",3
